title,author,image,tags,sinopsis,price,real_price,n_pages,editorial,lang,encuadernacion,ISBN,year,date
EDAD PROHIBIDA,TORCUATO LUCA DE TENA,https://imagessl1.casadellibro.com/a/l/t5/01/9788408119401.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo","Durante uno de sus paseos por la playa, Anastasio, un adolescente tímido y retraído, se hace amigo de Enrique, muchacho alegre y de fuerte personalidad, que lidera una pandilla de jóvenes alocados.De espaldas a la guerra civil que asola a España, ambos van creciendo mientras descubren el mundo: Anastasio, inseguro y apasionado, recibirá la llegada de la sexualidad con temor y recelo; Enrique madurará a saltos, con el impulso de quien desea conocer los secretos de la vida por encima de todo.Una de las más ambiciosas obras de Torcuato Luca de Tena.",9.95,9.45,320,PLANETA,CASTELLANO,Tapa blanda,9788408119401,2013,08/10/2013
A VECES MAMA TIENE TRUENOS EN LA CABEZA,BEATRIZ TABOADA,https://imagessl0.casadellibro.com/a/l/t5/60/9788491424260.jpg,"Infantil,Infantil 3 a 4 años,Álbumes ilustrados",,16.95,16.10,24,ALGAR,CASTELLANO,Tapa dura,9788491424260,2020,01/07/2020
DORMIR ES DE PATOS,RODRIGO CORTES,https://imagessl2.casadellibro.com/a/l/t5/42/9788415739142.jpg,"Novela contemporánea,Narrativa española",,20.90,19.85,160,DELIRIO,CASTELLANO,Tapa dura,9788415739142,2015,16/11/2015
L INFERN DE MARTA; LA MASCARA DE L AMOR,PASQUAL ALAPONT,https://imagessl3.casadellibro.com/a/l/t5/03/9788476607503.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años",,10.20,9.69,168,BROMERA,CATALÁN,Tapa blanda,9788476607503,2003,10/02/2003
CARRIE,STEPHEN KING,https://imagessl8.casadellibro.com/a/l/t5/98/9788497595698.jpg,"Literatura,Narrativa en bolsillo,Terror en bolsillo",.,19.50,18.52,256,DEBOLSILLO,CASTELLANO,Tapa blanda,9788497595698,2003,17/03/2003
MABRUK A2.1,VICTORIA AGUILAR,https://imagessl5.casadellibro.com/a/l/t5/35/9788416165735.jpg,"Idiomas,Otras lenguas,Métodos y material de otras lenguas",,24.00,22.80,132, DIEGO MARIN LIBRERO EDITOR,CASTELLANO,Tapa blanda,9788416165735,2014,20/09/2014
CUERPOS,NOEMI CASQUET,https://imagessl0.casadellibro.com/a/l/t5/80/9788413145280.jpg,"Literatura,Narrativa en bolsillo,Erótica en bolsillo","Ruth está en caída libre. Acaba de descubrir que la vida, un día  cualquiera, puede golpearte tan fuerte que todos los problemas anteriores te resulten insignificantes.",29.86,28.37,352,B DE BOLSILLO ,CASTELLANO,Tapa blanda,9788413145280,2022,23/06/2022
MI EX Y OTRAS MALDICIONES,ERIN STERLING,https://imagessl5.casadellibro.com/a/l/t5/25/9788417421625.jpg,"Romántica y erótica,Narrativa romántica","Hace nueve años, Vivienne Jones recompuso su corazón roto como lo haría cualquier bruja joven: vodka, música para llorar, un baño de burbujas... y lanzó una maldición sobre su detestable novio. Sí, vale, Vivi sabía perfectamente que no debía usar su magia para estas cosas, pero ¿que iba a provocar, aparte de un par de días malos, con solo una vela perfumada?",16.00,15.20,288,TITANIA,CASTELLANO,Tapa blanda,9788417421625,2022,05/04/2022
PROGRAMACION PARA INGENIERIA Y CIENCIAS CON MATLAB Y OCTAVE,SAGRARIO LANTARON SANCHEZ,https://imagessl9.casadellibro.com/a/l/t5/89/9788492970889.jpg,"Ingeniería,Ingenierías,Ingeniería de telecomunicaciones",,38.00,36.10,368,BELLISCO,CASTELLANO,Tapa blanda,9788492970889,2015,22/10/2015
TODO SE PUEDE ENTRENAR: Y TODO ESTA AL ALCANCE DE NUESTRO ESFUERZO,TONI NADAL,https://imagessl1.casadellibro.com/a/l/t5/81/9788416253081.jpg,"Deportes y juegos,Deportes,Deportes de pelota","Rafa Nadal se ha convertido en un referente dentro del mundo del deporte no sólo por su éxito espectacular, sino también por la encarnación de una serie de valores que trascienden lo deportivo.",7.99,7.59,216,ALIENTA,CASTELLANO,,9788416253081,2015,07/04/2015
MY HERO ACADEMIA Nº 11,KOHEI HORIKOSHI,https://imagessl0.casadellibro.com/a/l/t5/30/9788491468530.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen","Ha aparecido un tío enmascarado que da cosa y ha dejado a todos los héroes fuera de combate. Luego ha llegado All Might, pero no sé yo si podrá vencer a ese tipo con ese don tan bestia... ¡No, bueno, no es momento de dejarse asustar, que hay que salvar a un colega! ¡Plus ultra (más allá)!",175.50,166.72,208,PLANETA DE AGOSTINI,CASTELLANO,Tapa dura,9788491468530,2018,03/07/2018
,,,,,9.99,9.49,,,,,,,
TRONO DE CRISTAL (SAGA TRONO DE CRISTAL 1),SARAH J. MAAS,https://imagessl6.casadellibro.com/a/l/t5/86/9788418359286.jpg,"Juvenil,Más de 15 años,Fantasía y magia",,12.90,12.25,528,HIDRA,CASTELLANO,Tapa blanda,9788418359286,2020,02/11/2020
UN LUGAR A DONDE IR,MARIA ORUÑA,https://imagessl4.casadellibro.com/a/l/t5/14/9788423353514.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo","Han transcurrido varios meses desde que Suances, un pequeño pueblo de la costa cántabra, fuese testigo de varios asesinatos que sacudieron a sus habitantes. Sin embargo, cuando ya todo parecía haber vuelto a la normalidad, aparece el cadáver de una joven en La Mota de Trespalacios, un recóndito lugar donde se encuentran las ruinas de una inusual construcción medieval. Lo más sorprendente del asunto no es que la joven vaya ataviada como una exquisita princesa del medievo, sino el objeto que porta entre sus manos y el extraordinario resultado forense de la autopsia.",20.90,19.85,528,DESTINO,CASTELLANO,Tapa blanda,9788423353514,2018,05/04/2018
ESTUCHE ESPECIAL TRILOGIA GRISHAVERSE (SOMBRA Y HUESO / ASEDIO Y TORMENTA / RUINA Y ASCENSO),LEIGH BARDUGO,https://imagessl6.casadellibro.com/a/l/t5/26/9788418002526.jpg,"Juvenil,Más de 15 años,Fantasía y magia",,17.50,16.62,1200,HIDRA,CASTELLANO,,9788418002526,2019,18/11/2019
SOLITAIRE,ALICE OSEMAN,https://imagessl0.casadellibro.com/a/l/t5/20/9780007559220.jpg,"Juvenil,Más de 15 años,Libros de acción y aventura",,20.50,19.47,,HARPERCOLLINS PUB.,INGLÉS,Tapa blanda bolsillo,9780007559220,,31/07/2014
ESTUCHE LOS 7 HÁBITOS DE LA GENTE ALTAMENTE EFECTIVA + CUADERNO D E TRABAJO,STEPHEN R. COVEY,https://imagessl3.casadellibro.com/a/l/t5/23/9788408237723.jpg,"Empresa,Administración y dirección empresarial","Un pack único que reúne la edición ampliada y revisada de la obra más representativa de Stephen R. Covey,",20.90,19.85,688,PLANETA,CASTELLANO,Tapa blanda,9788408237723,2021,27/01/2021
LA EDAD DEMOCRATICA,JOSE MARIA MICHAVILA,https://imagessl5.casadellibro.com/a/l/t5/55/9788467066555.jpg,"Historia,Historia Universal,Historia contemporánea universal",Si algo caracteriza el periodo de la Historia conocido como Edad Contemporánea (desde la Revolución francesa a nuestros días) es el establecimiento de la democracia como sistema político en todos los países más avanzados.,9.99,9.49,352, ESPASA LIBROS,CASTELLANO,,9788467066555,2022,
PACK TC EL DOMINIO MENTAL,PEDRO BAÑOS,https://imagessl1.casadellibro.com/a/l/t5/11/8432715131311.jpg,"Ciencias Políticas y Sociales,Política,Política internacional",,10.99,10.44,544,ARIEL,CASTELLANO,,8432715131311,2021,07/04/2021
OSITO TITO. ¡FELIZ NAVIDAD!,BENJI DAVIES,https://imagessl1.casadellibro.com/a/l/t5/11/9788408229711.jpg,"Infantil,Infantil 0 a 2 años,Personajes",¡Celebra la,14.90,14.15,10,PLANETA,CASTELLANO,Tapa dura,9788408229711,2022,09/11/2022
TOKYO REVENGERS 3,KEN WAKUI,https://imagessl0.casadellibro.com/a/l/t5/90/9788467947090.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen",,16.00,15.20,372, NORMA EDITORIAL,CASTELLANO,Tapa blanda,9788467947090,2022,28/01/2022
ESCUELA DE MONSTRUOS 6: TRASTADAS ALADAS,SALLY RIPPIN,https://imagessl9.casadellibro.com/a/l/t5/19/9788418949319.jpg,"Infantil,Infantil 5 a 6 años,Prelectura preescritura 5 a 6 años","A Ciro le encanta convertirse en vampirito: cuando le salen las alas,  ¡puede dar sustos de muerte! Pero a sus amigos no les hace tanta  gracia... ¿cómo lo hará Ciro para demostrar que ser un vampiro es divertido?",6.95,6.60,48,MONTENA,CASTELLANO,Tapa blanda,9788418949319,2022,02/06/2022
ENHORABUENA POR TU FRACASO,ARTURO GONZALEZ CAMPOS,https://imagessl7.casadellibro.com/a/l/t5/97/9788418051197.jpg,"Literatura,Géneros literarios,Narrativa de humor","«Amo las cosas y, por lo tanto, amo a las personas que hacen cosas.  Gente que dedica su vida a hacer libros, pelis, canciones, cómics..., cosas.",18.90,17.95,224,PLAN B,CASTELLANO,Tapa dura,9788418051197,2022,09/06/2022
LA ECUACION DE DIOS: LA BUSQUEDA DE UNA TEORIA DEL TODO,MICHIO KAKU,https://imagessl4.casadellibro.com/a/l/t5/94/9788418619694.jpg,"Ciencias,Física,Física de la materia, nuclear y cuántica","Cuando Newton formuló la ley de la gravedad, unificó las reglas que  rigen los cielos y la Tierra. Hoy el mayor desafío de la física  es  encontrar una síntesis de las dos grandes teorías, basadas en principios matemáticos diferentes: la de la relatividad y la cuántica. Combinarlas sería el mayor logro de la ciencia, una profunda fusión de todas las fuerzas de la naturaleza en una hermosa y magnífica ecuación que nos permitiría comprender los misterios más profundos del universo: ¿qué sucedió antes del Big Bang? ¿Qué hay al   otro lado de un agujero negro? ¿Existen otros universos y otras dimensiones? ¿Es posible viajar en el tiempo?",9.99,9.49,208,DEBATE,CASTELLANO,Tapa blanda,9788418619694,2022,09/06/2022
NOTAS DE SUICIDIO,MARC CAELLAS,https://imagessl8.casadellibro.com/a/l/t5/38/9788418782138.jpg,"Ciencias Humanas,Filosofía,Filosofía contemporánea",,14.00,13.30,156,LA UÑA ROTA,CASTELLANO,Tapa blanda,9788418782138,2022,02/05/2022
BOMBA DE HUMO,LAURA SANTOLAYA,https://imagessl3.casadellibro.com/a/l/t5/03/9788491296003.jpg,"Novela contemporánea,Narrativa española","Lena tiene treinta y tantos, miles de inseguridades y su vida está en  una eterna crisis. Trabaja en una agencia de publicidad y ve cómo sus  días transcurren encerrada en una oficina, yendo a spinning, viendo  series e ingiriendo comida precocinada. ¿Es eso lo que quiere para el resto de su vida?",8.99,8.54,368,SUMA,CASTELLANO,Tapa blanda,9788491296003,2022,09/06/2022
NUNCA DELANTE DE LOS CRIADOS,FRANK VICTOR DAWES,https://imagessl0.casadellibro.com/a/l/t5/30/9788418838330.jpg,"Ciencias Políticas y Sociales,Sociología,Estudios sociológicos",,11.99,11.39,256,PERIFERICA,CASTELLANO,Tapa blanda,9788418838330,2022,09/05/2022
EN LA MENTE DE LOS OVNIS,JOSE ANTONIO CARAVACA,https://imagessl2.casadellibro.com/a/l/t5/82/9788418151682.jpg,"Ciencias Humanas,Esoterismo y Ciencias Ocultas,Ufología",,12.95,12.30,780,EDITORIAL GUANTE BLANCO,CASTELLANO,Tapa blanda,9788418151682,2022,05/04/2022
HARRY POTTER Y EL CALIZ DE FUEGO,J.K. ROWLING,https://imagessl6.casadellibro.com/a/l/t5/56/9788478886456.jpg,"Juvenil,Más de 13 años,Fantasía y magia", ,24.00,22.80,672, SALAMANDRA ,CASTELLANO,Tapa dura,9788478886456,2001,09/03/2001
LA CELESTINA,FERNANDO DE ROJAS,https://imagessl8.casadellibro.com/a/l/t5/18/9788497404518.jpg,"Literatura,Teatro,Teatro clásico español hasta el siglo XVIII",,15.50,14.72,320,CASTALIA,CASTELLANO,Tapa blanda,9788497404518,2012,15/04/2012
EL BOTIQUIN DE LAS HADAS,CLARA CASTELLOTTI,https://imagessl0.casadellibro.com/a/l/t5/90/9788430595990.jpg,"Salud y Dietas,Naturopatía",,4.45,4.23,304,SUSAETA,CASTELLANO,Tapa blanda,9788430595990,2000,27/06/2000
ONE PIECE Nº 6,EIICHIRO ODA,https://imagessl0.casadellibro.com/a/l/t5/70/9788468471570.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen",,7.95,7.55,202,PLANETA DE AGOSTINI,CASTELLANO,Tapa dura,9788468471570,2005,21/01/2005
EL MONJE QUE VENDIÓ SU FERRARI (EDICIÓN ESPECIAL 25 ANIVERSARIO) (EDICIÓN LIMITADA),ROBIN SHARMA,https://imagessl2.casadellibro.com/a/l/t5/72/9788466362672.jpg,"Autoayuda y Espiritualidad,Autoayuda","A traves de sus páginas, conocemos la extraordinaria historia de Julian  Mantle, un abogado de exito que, tras sufrir un ataque al corazón, debe  afrontar el gran vacío de su existencia. Inmerso en esta crisis existencial, Julian toma la radical decisión de vender todas sus  pertenencias y viajar a la India. Es en un monasterio del Himalaya donde  aprende las sabias y profundas lecciones de los monjes sobre la felicidad, el coraje, el equilibrio y la paz interior.",10.95,10.40,256,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466362672,2022,01/09/2022
ONE PIECE Nº 1,EIICHIRO ODA,https://imagessl5.casadellibro.com/a/l/t5/25/9788468471525.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen","Sigue las aventuras de Monkey D. Luffy, un chico muy especial y elástico, que sueña con ser el rey de los piratas y encontrar una gran tesoro: el One Piece. Para ello, se hace a la mar en un bote con el que buscará la tripulación que le pueda ayudar en su misión.",7.95,7.55,208,PLANETA DE AGOSTINI,CASTELLANO,Tapa dura,9788468471525,2004,12/11/2004
TOMAS NEVINSON,JAVIER MARIAS,https://imagessl5.casadellibro.com/a/l/t5/95/9788466363495.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo",«Quizá sea la mejor de cuantas Javier Marías ha publicado hasta ahora.»,18.90,17.95,680,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466363495,2022,01/09/2022
DEJALOS SER NIÑOS,LAURA ESTREMERA BAYOD,https://imagessl0.casadellibro.com/a/l/t5/70/9788408262770.jpg,"Psicología y Pedagogía,Psicología,Psicología infantil","Vivimos tiempos en los que hay mucha información accesible sobre crianza y en los que cada vez existen más métodos educativos. Sin embargo, ¿cuántos están centrados en el niño y la niña? ¿Cuántos se ponen a su altura, miran a los principales protagonistas y dan respuesta a lo que han observado? Muchas veces nos olvidamos de lo esencial: los niños necesitan ser escuchados y disponer de su propio espacio para crecer y desarrollar sus habilidades individuales.",7.99,7.59,256,PLANETA,CASTELLANO,Tapa blanda,9788408262770,2022,28/09/2022
UN DIABLO IRRESISTIBLE (LOS RAVENEL 7),LISA KLEYPAS,https://imagessl8.casadellibro.com/a/l/t5/38/9788418620638.jpg,"Romántica y erótica,Narrativa romántica","Lady Merritt Sterling, una joven con las ideas muy claras, sabe que la  sociedad londinense se muere de ganas por pillarla en un escándalo. Ella  siempre ha sido lo suficientemente inteligente para no caer en este  juego, pero cuando conoce a Keir MacRae, un misterioso destilador de  whisky escocés, todas sus sensatas intenciones empiezan a evaporarse...",18.90,17.95,384,VERGARA ,CASTELLANO,Tapa blanda,9788418620638,2022,15/09/2022
MEGUMI Y TSUGUMI VOL 2,MITSURU SI,https://imagessl5.casadellibro.com/a/l/t5/15/9788418776915.jpg,"Cómics,Manga,Otros",,9.00,8.55,242,YERMO EDICIONES,CASTELLANO,Tapa blanda,9788418776915,2022,16/06/2022
SCHOLA DELENDA EST?,PASCUAL GIL GUTIERREZ,https://imagessl6.casadellibro.com/a/l/t5/46/9788412450446.jpg,"Psicología y Pedagogía,Pedagogía,Historia y filosofía de la educación",,18.00,17.10,160,"EDICIONS I PROPOSTES CULTURALS, ",CASTELLANO,Tapa blanda,9788412450446,2022,29/06/2022
GUÍA PARA SOBREVIVIR EN EL ESPACIO,JORDI PEREYRA,https://imagessl2.casadellibro.com/a/l/t5/52/9788449339752.jpg,"Ciencias,Física,Astronomía. Astrofísica","Eres un astronauta y tu nave ha quedado varada en un planeta inhóspito de un sistema solar remoto. No tienes agua ni oxígeno, ni parece haber indicios de vida a tu alrededor. A primera vista, la única opción que parece ofrecerte el paisaje rocoso y desolado que te rodea es la muerte por inanición. Al fin y al cabo, las rocas no se pueden comer, beber, ni respirar? ¿O sí? ",9.99,9.49,320,PAIDOS IBERICA,CASTELLANO,,9788449339752,2022,07/09/2022
FIGURAS OCULTAS,JASON REKULAK,https://imagessl8.casadellibro.com/a/l/t5/18/9788418440618.jpg,"Literatura,Géneros literarios,Narrativa de terror",,19.50,18.52,432,NOCTURNA EDICIONES,CASTELLANO,Tapa blanda,9788418440618,2022,17/10/2022
PACK ULTIMOS DIAS EN BERLIN (FINALISTA PREMIO PLANETA 2021),PALOMA SANCHEZ GARNICA,https://imagessl1.casadellibro.com/a/l/t5/51/8432715142751.jpg,"Novela contemporánea,Narrativa española",,9.99,9.49,648,PLANETA,CASTELLANO,,8432715142751,2021,08/06/2022
THE FIRST TO DIE AT THE END,ADAM SILVERA,https://imagessl2.casadellibro.com/a/l/t5/92/9781398519992.jpg,"Juvenil,Más de 15 años,Temas sociales",,9.99,9.49,,SIMON & SCHUSTER,INGLÉS,Tapa blanda bolsillo,9781398519992,,04/10/2022
LA CONGREGACION DE LA GRANADA,JULIO VERA GARCIA,https://imagessl9.casadellibro.com/a/l/t5/19/9788411311519.jpg,"Novela contemporánea,Narrativa española",,25.00,23.75,472,ALMUZARA,CASTELLANO,Tapa blanda,9788411311519,2022,11/10/2022
ONE PIECE Nº 4,EIICHIRO ODA,https://imagessl6.casadellibro.com/a/l/t5/56/9788468471556.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen",,7.95,7.55,208,PLANETA DE AGOSTINI,CASTELLANO,Tapa dura,9788468471556,2005,07/01/2005
LA DELICADEZA,DAVID FOENKINOS,https://imagessl6.casadellibro.com/a/l/t5/46/9788432209246.jpg,"Novela contemporánea,Narrativa extranjera","Nathalie es una mujer afortunada. Felizmente casada con François, pasa los días rodeada de risas y libros. Un día la pena llama a su puerta: François muere inesperadamente. Nathalie languidece entonces entre las paredes de su casa y se vuelca en la oficina. Pero justo cuando ha dejado de creer en la magia de la vida, ésta vuelve a sorprenderla y revelarse en su forma más maravillosa.",16.90,16.05,224,SEIX BARRAL,CASTELLANO,Tapa blanda,9788432209246,2011,05/05/2011
LA ENCOMIENDA,MARGARITA GARCIA ROBAYO,https://imagessl1.casadellibro.com/a/l/t5/11/9788433999511.jpg,"Novela contemporánea,Narrativa hispanoamericana","La narradora de estas páginas vive a cinco mil kilómetros de su país natal, trabaja para una agencia de publicidad, quiere tramitar una beca para irse a escribir a Holanda y mantiene periódicas videoconferencias con su hermana. Esta le manda encomiendas, paquetes que incluyen comida, dibujos de sus sobrinos y de vez en cuando alguna sorpresa, como una vieja fotografía. A menudo la comida llega podrida.",9.99,9.49,192,ANAGRAMA,CASTELLANO,Tapa blanda,9788433999511,2022,07/09/2022
VISIONS I CANTS,JOAN MARAGALL,https://imagessl6.casadellibro.com/a/l/t5/16/9788492672516.jpg,"Novela contemporánea,Narrativa en catalán",L,125.00,118.75,128,EDUC@ULA ,CATALÁN,Tapa blanda,9788492672516,2009,01/12/2009
LOS CAZAMISTERIOS 3 - EL CASO DEL TREN DE LA BRUJA,PATRICIA GARCIA ROJO,https://imagessl0.casadellibro.com/a/l/t5/70/9788418915970.jpg,"Infantil,Infantil 7 a 9 años,Literatura de 7 a 9 años","Cuando sus padres no están, siempre les pasan cosas raras a Ulises, Nora  y Bruno Misterio. Cosas muy muy raras. Por suerte tienen a Bobo, un  perro que habla y al que, cuando encuentra una pista, ¡le pita la nariz!",11.95,11.35,128,ALFAGUARA,CASTELLANO,Tapa blanda,9788418915970,2022,06/10/2022
ASI HABLO ZARATUSTRA: UN LIBRO PARA TODOS Y PARA NADIE,FRIEDRICH NIETZSCHE,https://imagessl3.casadellibro.com/a/l/t5/13/9788420650913.jpg,"Ciencias Humanas,Filosofía,Filosofía contemporánea",,4.99,4.74,560,ALIANZA EDITORIAL,CASTELLANO,Tapa blanda,9788420650913,2011,21/03/2011
CAMBIO CLIMÁTICO PARA PRINCIPIANTES,ISABEL MORENO,https://imagessl4.casadellibro.com/a/l/t5/44/9788417809744.jpg,"Ciencias,Ecología. Medio ambiente","El cambio climático es una realidad incuestionable. El aumento de las  temperaturas está causando consecuencias preocupantes en cada rincón del planeta, por lo que debemos actuar urgentemente.",8.99,8.54,160,PLAN B,CASTELLANO,Tapa blanda,9788417809744,2022,06/10/2022
